COc1ccccc1CCNC(=O)c1ccc(Br)s1
O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccn1
Cc1cc(-n2nc3CSCc3c2NC(=O)c2ccco2)ccc1
CS(=O)(=O)NCC(=O)C(CC(=O)O)NC(=O)OCc1ccccc1
Cc1ccc(-c2cc(C(=O)N=C3C(=O)N(c4ccccc4)N(C)C3C)n[nH]2)c(O)c1C
O=c1c(-c2ccco2)[n+]([O-])c2c(cccc2)n1OCc1c(F)cccc1
CCOc1ccc(OCCOCCn2ccnc2)cc1
O=C(O)C1(C(=O)O)C23c4c5c6c2c2c7c8c9c%10c%11c%12c8c8c%13c7c6c6c7c5c5c%14c4C4=C%15c%16c(c-%10c%10c%17c%16C%16C%18=c%19c(c%14C4%16)c4c5c7c5c7c%14c%16c(c%19c47)C4(C(c%16c%12c8c%14c5c%136)C%10%11)C(C(=O)O)(C(=O)O)C%18%174)C(C92)C%1513
CNC(C)C(=O)Nc1cc(-c2c(Cl)c(C)nc3c2c(Cl)cc(Cl)c3)cc(NC(=O)c2ccc(Cl)cn2)n1
Cc1ccc(C)c(C(=O)C(C)SC2=Nc3nn(-c4ccccc4)c(O)c3C3=CCCCCN32)c1
O=C(Cc1ccc(F)cc1)c1c(O)c(O)c(O)cc1
COc1ccccc1CNC(=O)CCn1c(=O)c2c(cccc2)n(CC(=O)Nc2ccc(Br)cc2F)c1=O
O=C(O)c1c2ccc3c(CCC3)c2nc(Cc2ccc(Cl)cc2)c1O
CCN(CC)C(=O)CSc1nnnn1-c1cc(Cl)c(F)cc1
CC(Sc1nc(N)cc(O)n1)C(=O)Nc1ccc(Cl)cc1
COC(=O)C1C(CO)C2Cn3c(ccc(C=Cc4ccccc4)c3=O)C2N1C(=O)CC1CC1
CCCCCCCC(O)CN
COC(=O)N(CC(=O)O)Cc1cc(OCc2coc(-c3ccc(C)cc3)n2)ccc1
CCCS(=O)(=O)Nc1c(F)c(Nc2ccc3ncncc3c2)c(F)cc1
CCOC(=O)c1c(NC(=O)c2ccc(OCC(C)C)cc2)sc(C)c1C
Cc1nc(N2CCNCC2)cc(Nc2ncc(-c3ccc(NC(=O)Nc4cc(Cl)ccc4)cc3)s2)n1
C=Cc1ccc(Cn2c(C)c(CNCc3ccc(SC)cc3)c(C(=O)O)c2C)cc1
O=S(=O)(O)C(F)(F)c1ccc(-c2cc(F)ccc2)cc1
Cc1cc(-c2c(CCN(CCCCc3ccncc3)CC(C)C)c3cc(C(C)(C)C(=O)N4C5CCC4CC5)ccc3[nH]2)cc(C)c1
CN(Cc1ccc([S+]([O-])C(F)(F)F)cc1)C(=O)N1C(=O)CC1Cc1ccccc1
COc1c(OC)cc2Sc3c(NCc2c1)c(Nc1cc2c(cc1)[nH]cn2)nc(C)n3
O=C1NC(=S)NC1=Cc1c[nH]c2c1cccc2
CC(C)Cc1ccc(C(C)C(=O)N2CCOCC2)cc1
Cc1c(S(=O)(=O)NC2CCCC2)cc(-c2csc(O)n2)cc1NC(=O)C1CC1
CCOc1ccc(NC(=O)c2cc(S(=O)(=O)N(CC)Cc3ccccc3)c(F)cc2)cc1
CCC(NCCCCC(Oc1cc(C)c(F)c(C)c1)C(=O)NO)c1ccc(F)cc1
COc1c(C(=O)OCC(=O)NC2CCCC2)ccc(SC)c1
CC(C)NC(=O)c1c(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)nc1-c1nnc(C(C)(C)C)o1
CCN1CCN(C(=O)Cc2ccccc2)CC1
CCOc1ccc(C(=O)NCCC(=O)Nc2ccc(C3CCC(CC(=O)O)CC3)cc2)cc1
COc1ccccc1NC(=O)Nc1nnc(CC(=O)Nc2cccc(C)c2)s1
CCN(CC)S(=O)(=O)c1cccc(N=NC2=C(O)c3c(cccc3)C2=O)c1
Cc1c(F)c(C#N)ccc1N1C(=O)C2C(O)CCN2C1=O
c1cncc(-c2nsc(-c3cnccc3)n2)c1
CS(=O)(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)s2)cc1
CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1
CCS(=O)(=O)N1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1
CCOC(=O)c1c(Nc2ccc3C(=O)CCc3c2)c2c(cncc2)o1
COc1ccc(NC(=O)CS(=O)(=O)c2ccccc2)cc1
CC(C)C1(CCCc2cc(=O)oc3c2c(O)nc(C(F)F)n3)CC1
CCN(CCOc1ccc(C=C2SC(=O)NC2=O)cc1)c1ncccc1
O=C(NN=Cc1ccc(F)cc1)C1CC1
CCOC(=O)CN(C(=O)CSc1nnc2c(n1)[nH]c1c2cc(C)cc1C)c1ccccc1
Cc1nc2c(c(NCc3ccc(O)cc3)c1)n(C)nc2-c1c(Cl)cc(Cl)cc1
O=C(NCc1ccccc1)c1nn(-c2ccccc2Cl)c(-c2ccc(Cl)cc2)c1Cn1cncn1
O=C(c1cccc(F)c1)N1CCC2(CC1)CN(c1ncccc1)C2
CC1C=CCCOC12C(=O)N(Cc1ccc(Br)cc1)c1c2c(Br)ccc1
Clc1cc(CN2CCN(c3nc4c(nccc4)nc3Nc3ccccc3)CC2)ccc1
COc1cc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)c(OC)cc1
Oc1cc(Nc2ccnc3cc(-c4ccncc4)ccc23)ccc1
CC(C)Oc1ccc(-c2cc(-c3ccc(OCc4ccccc4)cc3)nc(C(=O)O)c2)cc1
Cc1nc(SCc2nc3c(ccc(Br)c3)[nH]2)c2oc3c(cccc3)c2n1
O=c1c2c(cc3ccccc3c2)nc2c3c(cccc3)nc(-c3ccccc3)n12
CCc1c2cccnc2c(O)cc1
CC(=O)OC1C(NC(=O)C=C(C)C)CCC2(C)C3CCC4(C)C(CCC4C(C)N(C)C)C3CCC12
COC(=O)c1ccc(Cn2c(C)nc3c2cc(Cl)c(Cl)c3[N+](=O)[O-])cc1
CCOC(=O)c1cnc(N2CCN(C(=O)Nc3ccc(C)cc3)CC2)c(Cl)c1
Cc1cn(C2CC(CNC(=S)Nc3cc(C(F)(F)F)c(Cl)cc3)C(CO)O2)c(=O)[nH]c1=O
CC(C)CCCC(C)C1CCC2C3CCC4CC(OCc5cn(CCCOC6OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C6OC6OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C(OC7OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C7OS(=O)(=O)O)C6OS(=O)(=O)O)nn5)CCC4(C)C3CCC12C
Cc1ccc(S(=O)(=O)N=Nc2c(O)[nH]c3ccccc23)cc1
CCCCNC(=O)OCCO
COc1c(-c2ccc(CC(NC(=O)C3(c4cnccc4)CC=CC3)C(=O)O)cc2)cccc1
CCn1c(N2CCN(S(C)(=O)=O)CC2)nc2c1cccc2
CC1OC(=O)C1NC(=O)OCc1ccc(OC2CCCCC2)cc1
Cc1cc(OCC(=O)N2CCC(O)(c3ccc(Cl)cc3)CC2)c2c(C)cc(=O)oc2c1
Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)c(C)c3)c2)cc1C
COc1c(OC)cc2c(OC3CCN(Cc4ccccc4)CC3)c(C(=O)Nc3n[nH]nn3)sc2c1
O=C(COc1ccccc1)Nc1ccc(-c2nc3c(cccc3)s2)c(O)c1
CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CSCC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cnc(C)nc1N
CCOC(=O)c1nnc(Nc2cccnc2Oc2c(C(C)(C)C)cccc2)s1
Cc1cc(OCC(=O)OCC(=O)N2CCc3ccccc32)ccc1Cl
CCCCS(=O)(=O)N1CC2CCC1C(C(=O)Nc1ccc(OC(F)(F)F)cc1)C2
COc1ccc(CNc2ccc3c(O)c(C(=O)NCCCCC(=O)O)ncc3c2)cc1
Fc1cccc(F)c1CN1CCN(c2ncccn2)CC1
CC(C)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)c1nnc(-c2cccnc2)o1
O=C(COC(=O)CC1CC2CCC1C2)Nc1c(F)ccc([N+](=O)[O-])c1
NC(=O)c1cccc2c1ncnc2NCC1CC=CC(=NC(O)c2n[nH]cc2)C1
CC1CC(C)N(C(=O)c2noc(-c3ccccc3)c2)C(C)C1
Cc1ccc(NC(=O)CN2C(=O)NC(=Cc3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1
COc1ccc(C(=O)Nc2nc3c(ccc4c3cccc4)s2)c(OC)c1
Cc1cccc(C(=O)Nc2cncc(Oc3ccc(C(F)(F)F)nc3)n2)n1
CCOc1ccc(N(CC(=O)Nc2ccccc2)S(C)(=O)=O)cc1
COc1ccc2c3c(C(CO)NCC34CN(C(=O)c3ccc(F)cc3)C4)n(C)c2c1
Cc1ccccc1OCCn1c(C(C)O)nc2ccccc21
CCN(C(=O)CN1C(=O)C(=Cc2ccc(F)cc2)SC1=S)C1C=S(O)(O)=CC1
COc1c(CSc2ccccn2)cc(C2c3c([nH]nc3-c3ccccc3)OC(=N)C2C#N)cc1
COc1c(Cl)cc(N2C(=O)C(=Cc3ccco3)N=C2SCC(N)=O)cc1
COCC(C)n1c(SCc2nc(Nc3c(C)cccc3)nc(N)n2)nc2c(cccc2)c1=O
CC(C)Oc1cc(C(=O)Nc2n[nH]cc2)cc(Oc2ncc(C(=O)N3CCC3)nc2)c1
Cc1c(C(=O)Nc2nc3c(cc(Cl)cc3)s2)scc1
COCCOCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4c(cccc4)C3)cc2)CC1
c1ccc(-c2nnc(N3CCC(N4CCCCC4)CC3)s2)nc1
COc1ccc(-c2c3nc(C)cc(NCCN4CCOCC4)n3nc2C)cc1OC
CC(C)c1ccc2sc3c(cccc3)c(=O)c2c1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC(CCCCN)C(=O)O)cc1
Cc1cc([Se]Cc2c(C)nc(-c3ccc(C(F)(F)F)cc3)s2)ccc1OC(C)(C)C(=O)O
CC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)C=Cc3nc4c(cccc4)cc3)CC2)cc1
O=C(CCNS(=O)(=O)c1ccc(Br)cc1)N1CCN(c2ccccc2O)CC1
CC(NC(=O)N1CCc2c(cccc2)C1c1ccc(C(F)(F)F)nc1)C(F)(F)F
Cc1nn(CCCN2CCC(C(=O)Nc3cccc(-c4cccc(F)c4)c3)CC2)c(C)c1
CC1CCCN1Cc1ccc(-c2ccc(CN3CCCCC3)cc2)cc1
Cc1c(C)c2c(ncnc2N2CCC(C(=O)NNC(=O)c3ccc(F)cc3)CC2)s1
Cc1nccc(-c2ccc(CC(NC(=O)C3Cc4c(cc5OC(c6ccc(OCc7ccc(Cl)c(Cl)c7)cc6)COc5c4)CN3C(=O)Nc3ccc(Cl)cc3)C(=O)O)cc2)c1C
CC(=O)C1CCN(c2nccnc2C2CN(C(=O)c3nc4c(cccc4)[nH]3)C2)CC1
Cc1ccc(C(=O)N2CCN(C(=O)CN3CCOCC3)C2)cc1
COc1cc2c(cc1-c1cc3c(cc1)OCO3)c(N(C)Cc1cccs1)ncn2
CCCOc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)cc1
NC(CNc1nc(-c2ccncc2)nc2c1scc2-c1n[nH]cc1)Cc1ccccc1
CCC(=O)OC(c1cc(O)ccc1)C1C2CN(C)CC1CN(C)C2
Cc1ccccc1CN(C)C(=O)c1cc(Cl)c(O)cc1O
Clc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1
Cn1ncc2c1ccc(N(C(=O)c1c3CCCCn3c(-c3cc4c(cc3C(=O)N3Cc5c(cccc5)CC3CN3CCOCC3)OCO4)c1)c1ccc(O)cc1)c2
Cc1c(C)cc(N2C(=O)CC(Sc3ncccn3)C2=O)cc1
N#Cc1ccc(C(=O)c2c[nH]c(C=CC(=O)CC(=O)C(=O)O)c2)cc1
Cc1nn(C)c(C)c1CNC(=O)Nc1csc2ccccc12
Cc1cc(C(F)(F)F)nn1-c1ccc(NCc2c(F)cccc2F)nc1
COc1cccc(Nc2nc(NC(=O)C(C)(C)C)nc3c2c2c(cccc2Cl)[nH]3)c1
CCCS(=O)(=O)N1CCC(CNC(=O)c2ccccc2OC(F)(F)F)(c2ccccn2)CC1
COc1cc2c(cc1NC(=O)C(F)=CCN(C)C)c(Nc1cc(Br)ccc1)ncn2
FC(F)(F)c1c2CCCCCc2nc(N2CCOCC2)n1
COc1c(Cl)cc(C(=O)NCc2cc(C(=O)Nc3ccc(CN(C)C)cc3)ccc2)cc1
CC1(N)CN(C(=O)c2nn(-c3ccccc3)c(NC(=O)c3cc(-c4ncccc4F)c(Cl)cc3Cl)c2)C1
Cc1c(-n2cnnn2)ccc(S(=O)(=O)N(C)CCc2ccccc2)c1
Cn1c(=NC(=O)c2ccc(F)cc2)sc2c1ccc(Br)c2
c1csc(C2CN3CCCC3c3cc(OCCCN4CCCCC4)ccc32)c1
N#Cc1nc(N)nc(N(c2ccccc2)c2ccccc2)n1
Cc1ccc(Nc2c(-c3cscc3)nc3cccc(C)n23)cc1
Fc1ccc(F)c(CNc2nnnn2-c2c(Cl)c(Cl)ccc2)c1Cl
CC(C)C(NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(N)=O
Cc1c(C(=O)N2CCN(c3ccccc3F)CC2)sc2c1c(=O)n(CC(=O)N1CCOCC1)cn2
NC(=O)n1cc(NC(=O)N2CC(F)CC2C(=O)NC(C(=O)O)c2cccc(Cl)c2)c2c1cccc2
COc1ccc(CNc2nc(N3CC4CC4C3CO)ncc2C(=O)NCc2ccccc2)cc1Cl
CNc1nccc(C=Cc2ccccc2)n1
CC(C)NC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(Cl)cc3)c2)CC1
Cc1c2c(Nc3ccc(Cl)nc3OC(C)C(=O)NCC(F)(F)F)ncnc2cc(N=S2(=O)CCC2)c1
Cc1ccc(C=CC(=O)OCC(=O)C2C(=N)N(C)C(=O)N(C)C2=O)cc1
Cc1nn(-c2nc(C)nc(N3CCOCC3)c2)c(C)c1
O=C(Cn1cnc2c(cccc2)c1=O)Nc1ccc2c(c1)oc1c2cccc1
COc1cc(C=CC(=O)NCC2OC(CO)C(O)C(O)C2O)ccc1O
Cc1nn(-c2ncc(C(F)(F)F)cc2Cl)c(=O)n1-c1ccccc1F
O=C(CC(NC(=O)c1ccccc1Cl)c1ccccc1)NCCc1ccc(Cl)cc1
COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)cc1
COC(=O)c1cc(C(=O)OC)cc(NC(=O)Cn2c(=O)oc3ccccc32)c1
O=C(CSc1ccccn1)c1ccc2OCOc2c1
O=C(Nc1nccs1)c1nccc([N+](=O)[O-])c1
O=S(=O)(NCCC1=CCCCC1)c1cc(S(=O)(=O)N2CCOCC2)ccc1
CCOc1nc(N2CCC(C(=O)Nc3c(OCC)cccc3)CC2)nc(C)c1
CCC1(c2ccc(CSc3ccccc3Cl)cc2)Sc2c(cccc2)-n2cccc2C1=O
Cc1cc2c(cc1S(=O)(=O)NCc1ccc(F)cc1)n(C)c(=O)n2C
CCOC(=O)COc1c2oc(-c3cn4nc(CC)sc4n3)cc2ccc1
OCC1OC(n2c(N3CCCC3)nc3c2ncnc3SCc2ccccc2)C(O)C1O
O=C(Nc1ccc(Br)cc1)Nc1cc2c(cc1)oc(-c1cc(O)c(O)cc1)c(O)c2=O
COc1ccc(C)cc1NC(=O)c1ccccc1NS(=O)(=O)c1cccc2cccnc12
CCOC(=O)c1ncc2[nH]c3c(CCCC3)c2c1
CC(=O)C1=C(C)N(Cc2ccco2)C(=O)NC1c1ccccc1
O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccc(F)cc1
CCOC(=O)Cc1csc(NC(=O)CSc2nnc(-c3ccncc3)n2Cc2ccco2)n1
CCOC(=O)N1CCN(Cc2nnc(-c3c(C)cccc3)o2)CC1
CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(c4coc(O)c4)CCC32O)C1
CC1(C(=O)Nc2nnc(CCCCc3nnc(NC(=O)C4(C)CCCO4)s3)s2)CCCO1
CC=Cc1cnc2OC(CN(C)C(=O)c3ccc4OCOc4c3)C(C)CN(C(C)CO)C(=O)c2c1
O=S(=O)(c1cc(Cl)c(Cl)cc1)n1cc(C2=CCCNC2)c2c1cccc2
O=CC[SH](=O)(O)c1ccc(N=CC(=CO)c2nc3c(ccc(Cl)c3)o2)cc1
CCC(C)C(N)CN(C(=O)C1CC1c1ccc(F)cc1F)c1ccc(-c2ccccc2)cc1
CCOC(=O)C1=C(CS(=O)(=O)c2ccc(OC)c(Cl)c2)NC(=O)NC1c1cc(OC)ccc1
COc1c(CNCCc2cc(Cl)ccc2)cc(Br)cc1
CCSc1nc(-c2ccccc2)nc(N2CCOCC2)c1
CCOC(=O)N1CCN(C(=O)c2cc3c(cc2)c(=O)n(Cc2c(OC)cccc2)c(=S)[nH]3)CC1
CC1CCCCN1C(=O)COC(=O)c1cc2c(OCO2)c(Cl)c1
CCC(c1nnnn1-c1ccc2OCCOc2c1)N1CCC2(CC1)C(=O)NCN2c1ccccc1
NCCCOc1cccc(Oc2ccccc2)c1
CCCCC=S(CC1CC1(Cl)Cl)NS(=O)(=O)c1ccc(C)cc1
COc1cc(-n2c(O)c3c(c2O)C2(C)CCC3(C)O2)ccc1-c1cnco1
CN(C)CCNC(=O)CNC(=S)N(Cc1ccccc1)Cc1cnccc1
CN(C)c1ccc(-c2cc(=O)c3c(cc(OCC(=O)NCCCCCCNc4c5CCCCc5nc5ccccc45)cc3)o2)cc1
CCOC(=O)C1CCN(c2nc3c(S(=O)(=O)c4ccc(C)c(C)c4)nnn3c3c2cc(Cl)cc3)CC1
CCc1ccc(-n2c(=O)c3cccnc3n2CC(=O)NCc2ccc(F)cc2)cc1
Cc1cc(S(=O)(=O)c2c(C(=O)NCCc3cnccc3)[nH]c3c2cc(Cl)cc3)cc(C)c1
Cc1noc(-c2ccc(C(=O)N(C3CC3)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1
COc1cc(C(=O)Oc2ccc(Br)cc2C(=S)N2CCOCC2)cc(OC)c1OC
COc1ccc(CCNc2nc(SCc3ccccc3F)nc3c2cccc3)cc1OC
Cc1ccc(S(=O)(=O)NCc2ccccn2)cc1[N+](=O)[O-]
CCc1nnc(NC(=O)c2ccc(S(=O)(=O)N(CCOC)CCOC)cc2)o1
CCC1(CC(O)(CNc2cccc3ncccc23)C(F)(F)F)CCCc2ccccc21
CN(C)C(=O)Cn1ccc(Nc2ncc3CCc4nn(C)c(-c5ccc(-c6cn(CCN7CCOCC7)nc6)cc5)c4-c3n2)n1
Cc1cc(NC(=O)CN2CCN(c3ccc(O)cc3)CC2)no1
COc1ccc(NC(=O)CN(C)C(=O)c2c(C)onc2-c2ccccc2Cl)cc1
Cc1nccc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)c1
CCCCCCCN(C)C(=N)NN=Cc1c[nH]c2c1cc(O)cc2
OC(CN(Cc1cc(OC(F)(F)F)ccc1)c1cc(F)ccc1)C(F)(F)F
COc1ccc(C(O)(c2cc(OC)c(OC)cc2)C2CCN(C(=O)Oc3ccc([N+](=O)[O-])cc3)CC2)cc1OC
CCCCCCCCCCCCCSC=CC(CO)NC(=O)c1ccc(C(C)(C)C)cc1
CCCCCCCCCCCCCCCC(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(O)CP(=O)(O)O
CN1CCN(C2=Nc3c(cccc3)Nc3ncccc23)CC1
COCC(C)Oc1cc(C=Cc2ccc(F)cc2F)cc(C(=O)Nc2nn(C)cc2)c1
Cc1c(C=S(O)(O)=CC(=O)NCc2ccco2)nc(-c2ccccc2F)o1
NCCCCCN1CCN(CCCCCCCOc2ccccc2)CC1
CCC(=O)N(Cc1ccccc1)CC(O)COc1ccccc1C(=O)CCc1ccccc1
CC(CCc1ccccc1)=NNC(=O)COc1c(C)cccc1
COc1cc(-c2nc3c(c(=O)n2Cc2ccccc2)c2c(s3)c(O)ccc2)c(Br)c(OC)c1OC
O=C(O)CC(CC(=O)NNC(=O)c1cc(Nc2ncccc2)ccc1)c1cc(Cl)cc(Cl)c1
Nc1c2sc3c(cc(-c4ccccc4)cn3)c2ncn1
COc1cc(CCNc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC
COC(=O)C1CCN(c2ccc(C#N)c3ccccc23)C1C
CC(C)CCn1cnc2c3c(Cl)cccc3nc-2c1O
O=C(O)c1cc(NN=Cc2ccncc2)ccc1Cl
CCc1nc(-n2ccnc2)nc(N2CCCC2CC(=O)NCc2cc3c(cc2)OCO3)c1
Cc1cc(OCC(=O)Nc2ccc(N3CCOCC3)cc2)c(C)cc1
CC(=O)Nc1ncc(Cl)cc1
CC(Nc1cccc(Cl)c1F)c1cc(C(=O)N2CCC(O)CC2)cc2c1oc(N1CCOCC1)cc2=O
COc1c(OC)c(OC)cc(NC(=O)c2cc(S(=O)(=O)N3CCc4ccccc43)cn2C)c1
c1ccc(CN2CCC(n3ncc4c3nc(-c3cc5c(cc3)OCO5)nc4N3CCOCC3)CC2)cc1
CCCCN1C(=N)C(N(CC(C)C)C(=O)C2=NN(c3ccccc3)C(=O)CC2)C(=O)NC1=O
CC(C)C(=N)N=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1
O=P(O)(O)C(Nc1cnc(Cl)cc1)P(=O)(O)O
Cc1cc(C=Nn2cnnc2)c(C)n1-c1ccc(Br)cc1
CCc1ccc(N2CC(C(=O)Nc3nccs3)CC2=O)cc1
CC1CN(c2c(C#N)cccn2)CCN1C(=O)C12CC3CC(CC(C3)C1)C2
CCOC(=O)C1=C(C(=O)OCC)C(c2ccccc2)c2c(ccc(OC)c2)O1
CCOC(=O)N1CCN(C(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)CC1
CN1C(=O)CCC2(C)C3CCC4(C)C(C(=O)NCCO)CCC4C3CCC12
Cc1ccc(C(=O)NC(=Cc2ccc(-c3c(Cl)ccc(C(F)(F)F)c3)o2)C(=O)NCc2cnccc2)cc1
COC(=O)Nc1nc2c(ccc(C3(O)c4ccccc4C(=O)N3c3cc(OCCN(C)C)ccc3)c2)[nH]1
Cc1ccc(C=Cc2nc(-c3ccc(NS(=O)(=O)c4cccs4)cc3)no2)cc1
O=C(c1nc(OCC2CC2)c(N2CC(F)(F)C2)cc1)N1CCCC12CCC2
Cc1ccc(-n2nc(C3CCN([S+]([O-])c4cn(C)cn4)CC3)cc2NC(=O)c2c3ncccn3nc2)cc1
COC1CN(C)C(=O)c2c(ccc(NS(=O)(=O)c3ccccc3)c2)OCC(C)N(C)CC1C
Cc1ccc(S(=O)(=O)Nc2nnc(C3CCCCC3)s2)cc1
COc1cc2c(cc1OC)c1nc(-c3cnccc3)nn1c(NCC1CCCO1)n2
CCCC(=O)c1ccc(N2CCN(C)CC2)c(F)c1
N#Cc1cnc2nc(Nc3ccc(CN4CCOCC4)cc3)sc2c1Nc1cc(Cl)c(F)cc1
COc1ccc(NC(=O)NC(Cc2ccccc2)c2c(-c3ccncc3)c(-c3ccc(F)cc3)n[nH]2)cc1
CCOC(=O)c1c(C)n(C)c(C)c1S(=O)(=O)N1CCCC(C(=O)N2CCN(c3ccc(F)cc3)CC2)C1
FC(F)(F)c1cccc(NC(=S)NNC(=S)Nc2ccc(Cl)cc2)c1
Cc1ccc(NC(=O)Cn2cc3CCCCc3n2)cc1Cl
CN1C(=O)N(CCOc2ccc(F)cc2)C(=O)C1(C)C
O=C(Nc1nc(-c2ccccc2)nc(-c2cc3c(cc2)OCO3)c1)C1CC1
CCC(C)N1C(=O)SC(=Cc2c(C)cc(N3CCOCC3)cc2)C1=O
Cc1cnc(NC(=O)C(c2ccccc2)c2ccccc2)cc1
Cn1c(SCC(=O)NCCN2C(=O)CSC2=O)nc2c(cccc2)c1=O
CC(C)Oc1ccccc1N1CCN(C2CCC(N3C(=O)c4c(C3=O)c3c(cccc3)cc4)CC2)CC1
CC(=O)O
Cc1ccc(S(=O)(=O)n2c(N)nc3c2c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1
CCCCn1c(=O)n(CCCC(=O)OCC)c(=O)c2c1nccn2
CON=C(CF)C1=CCCN(C)C1
CC(NC(=O)COC(=O)C=Cc1ccc2OCOc2c1)c1ccccc1
