COc1ccc(Br)cc1CNC(=O)C1CCC(=O)N1C(C)C
CC(C)n1cnc2c1nc(NCC(C)(C)O)nc2NCc1ccccc1
O=C(CC(O)c1ccccc1Cl)NO
N#CC(C1CCCCC1)N1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1
O=C(Nc1c(O)cccc1)c1cccc(S(=O)(=O)N2CCCC2)c1
Cc1cc(NC(=O)CSc2c(C#N)cc3CCCCc3n2)no1
CCCCCCCCCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCC(O)CC3CC(C)OC3=O)O2)O1
CN(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)Cc1ccccc1
CS(=O)(=O)c1ccccc1C(=O)N1CCN(S(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1
CCNc1nc(SCC(=O)Nc2ccccc2)nc(OC)n1
CCn1nc(C(=O)OCC(=O)NCC(C)C)c2c(cccc2)c1=O
CCSc1nc2c(c(O)n1)C(c1cnccc1)C(=C(O)OC(C)C)C(C)=N2
c1ccc(-c2nc3c(nc(N4CCCC4)cc3)o2)cc1
CC1=C(c2nc3c(c(F)ccc3)n2C)C(c2cc(Cl)c(Cl)cc2)n2nccc2N1
CCOc1ccc(NC(=O)Cc2ccccc2)c([N+](=O)[O-])c1
Cc1noc(-c2c(O)nc3cnc(Cl)cc3c2-c2ccccc2)c1
Cc1ccnn1-c1ccc(C(=O)N2CCCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1
Cc1ccc(S(=O)(=O)N2CCC(C(=O)NNS(=O)(=O)c3ccc(Cl)cc3)CC2)cc1
CCCN1CCN(c2cc(OC)c(Nc3nc(-c4c(-c5cc(C(=O)Nc6c(F)cccc6F)c(OCC)cc5)nc5ccccn45)ccn3)cc2)CC1
N=C(NOC(=O)c1cccs1)c1cc(COc2ccc(Cl)cc2)ccc1
CC1CN(C(C)CO)C(=O)Cc2c(ccc(N(C)C)c2)OC1CN(C)Cc1ccc(Oc2ccccc2)cc1
CC(C)CC(NC(=O)C(CC(C)C)NC(CCN1C(=O)c2c(cc3ccccc3c2)C1=O)C(=O)O)C(=O)NCCN1CCOCC1
Cc1n[nH]c(-c2nnc3sc(C4CCCCC4)nn23)c1
CCOc1ccccc1C=NN1CCCCCC1
CS(=O)(=O)c1cc(-c2c(O)c(-c3cc4c(ccc(N)n4)[nH]3)cc(CC(=O)O)c2)ccc1
O=C(c1cc2c(cccc2)o1)N(C1CC1)C1(C(=O)Nc2ccccc2)CCCC1
NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
C#CCCCOc1c(OC)cc2ncnc(Nc3cc(Cl)ccc3)c2c1
COc1ccc(Cl)cc1N(C(C)C(=O)O)S(C)(=O)=O
COc1ccc(CC(=NC(=O)c2ccco2)C(=O)N2CCc3ccccc32)cc1OC
CCCOc1ccc2c(c1)C(=NN=C(N)N)c1c-2ccc(OCCC)c1
CC=Cc1cnc2OC(CN(C)Cc3ccccc3)C(C)CN(C(C)CO)C(=O)c2c1
Nc1nc(COC(=O)C2CCN(C(=O)c3ccc(Cl)cc3)CC2)nc(Nc2ccccc2)n1
O=C(Nc1nccc(Cl)c1)C1CCN(S(=O)(=O)c2cccs2)CC1
O=C(CN1C(=O)c2c(cccc2)S1(=O)=O)c1ccc(OC(F)F)cc1
Cc1cc2c(cc1Cl)c(CSc1nc3c(cccc3)c(O)n1)cc(=O)o2
O=C(NCc1ccccc1)OC1COC2C(OC(=O)c3cnccc3)COC12
CCC(C)NC(=O)CCCc1nnc2n(CC(C)C)c(=O)c3c(ccs3)n12
CC=[SH](O)(O)N=CCC1CCC(NS(=O)(=O)c2ccccc2C)C(CO)O1
COC(=O)c1ccccc1NC(=O)N1CCN(c2ccc(OC)cc2)CC1
O=[N+]([O-])c1c(Nc2c(O)cccc2)ccc2nonc12
C=CCN(c1ccc(C(=O)NC(C)C)cc1)S(C)(=O)=O
O=C(NCc1c(Cl)cc(Cl)cc1)Nc1cc2c(cc1)[nH]nc2
COc1ccc(OCC(=O)Nc2ccc3c(c2)nc(CCN2CCC(C)CC2)n3C)cc1
C=CC(C)(O)CCC=C(C)CCC=C(C)C
CC(C)n1ncc2c1nc(-c1ccc(NC(=O)OCCO)cc1)nc2N1CC2CCC(C1)O2
O=C(Cc1ccc(CCCCc2cccc(C(F)(F)F)c2)cc1)NO
COc1cc(C(=O)NCCCCN(C)C)ccc1Nc1c(C(N)=O)c2nccn2c(Cc2c(Cl)cccc2Cl)n1
CCCCNC(=O)c1c(-c2ccccc2)oc(C2CCN(S(=O)(=O)c3ccc(F)c(F)c3)CC2)n1
O=C(CSc1nc2c(cccc2)c(O)n1)c1cccs1
CC(=O)N1CCc2c(C1)nc(NC(C)C)c(N1CCC(Oc3ccc(F)cc3F)C(F)C1)n2
CCCNC1CCn2ncc(C(=O)OC)c2C1
Cc1c(-c2nnc(SCC(=O)NCc3cc4c(cc3)OCO4)n2CC(C)C)cco1
CC(C)(C)NC(=S)NCCCn1ccnc1
CC(C)(C)c1cc(OC(=O)c2ccccc2F)ccc1O
COc1ccc(S(C)(=O)=O)cc1-c1cc(C(CC(=O)O)c2nnc(C)o2)cc(C(F)(F)F)c1
O=C(COc1ccccc1)Nc1cc(Oc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2)ccc1
Cc1c(C(=O)c2ccccc2)n2ccccc2n1
O=C(COC(=O)c1ccccn1)Nc1ccc(F)c(F)c1F
CC(C)C(NC(=O)C1Cc2c(cccc2)CN1C(=O)OC(C)(C)C)C(=O)NC1CCCC1
COc1c(N2CCN(C(=O)CN3C(=O)COc4c3cc(S(=O)(=O)N3CCOCC3)cc4)CC2)cccc1
NS(=O)(=O)c1ccc(CCNC(=O)Cc2cccs2)cc1
CCC(CC1(C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC)CCCCC1)C(=O)O
CC(NC(=O)C1CC(F)(F)CCN1Cc1ccc(C(F)(F)F)cc1)c1ccc(C(=O)O)cc1
COc1ccc(C2CN(C(C)c3nn4c(C5CCOCC5)ncc4c(O)n3)C2)cc1F
COc1cc(-n2c(-c3ccc(C(C)(C)C)cc3)nnc2N(C)C)ccc1
COCCNC(=O)C1CCCN(S(=O)(=O)c2ccc3c(c2)ccn3C)C1
O=C(O)c1c(NC(=S)NC(=O)c2cccc3ccccc23)cccc1
CNc1cc(-c2cc(NC(=O)c3ccc(N4CCCCC4)cc3)c(O)nc2)ccc1
O=C(Nc1ccc(Cl)cc1)C(c1ccccc1)N1CCOCC1
COc1c(O)c(O)cc(C=C(C#N)C#N)c1
N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccccc1C(F)(F)F
CC1(C)NCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
CC(CCC(=O)NC(CCC(=O)Nc1ccccc1F)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
O=C(CN1C(=O)c2c(nccc2)Oc2c1cc(Cl)cc2)Nc1ccc(F)cc1
NC(=O)C=Cc1c[nH]c2c1c(Oc1ccccc1)ncn2
NC(=O)C1c2c(cccc2)Oc2c1cccc2
Oc1nccc2c1cccc2
Cc1nc(C(C)(O)C#Cc2ccc3OCC(F)c4c(nc(C(N)=O)s4)-c3c2)no1
COc1cc(C2=C(c3cn(CCCN(C)C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC
CCCCc1nnc(NC(O)c2cn(-c3ccc(C)cc3)c(O)c2)s1
Cc1noc2c1c(NCc1cc(Cl)ccc1)ncn2
COc1cc(OC2=N[S+](=O)(O)c3ccccc23)ccc1
CCN1C(=O)C(=Cc2cc(Cl)ccc2O)SC1=S
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Oc3cc(C)c(Cl)cc3)c(C#N)c2)cc1
COc1ccc(CNc2nc(N3CCN(C)CC3)cc(-c3ccccc3)n2)cc1
Cc1ccc(-c2c(C(=O)NCC(C)C)oc(=O)c3ccccc23)cc1
O=C(O)C1C2CCC(O2)C1C(=O)Nc1cc(F)ccc1
COc1ccc2c3c([nH]c2c1)C(CO)N(C(=O)Nc1ccc(F)cc1)CC31CN(S(=O)(=O)c2cccc(C)c2)C1
COC(=O)CS(=O)(=O)C1CC(n2cc(C)c(=O)[nH]c2=O)OC1CO
Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cccc1[N+](=O)[O-]
Cc1cccc(C)c1NC(=O)COC(=O)c1cc(-c2cnccc2)nc2ccccc12
COCCn1nnnc1C(c1cccs1)N1CCN(c2c(C)ccc(C)c2)CC1
CCCCCOC(O)c1c(C)c2c(cc(-c3ccco3)cc2O)[nH]1
O=C(NC1CCC(=O)N(CCSc2ccccc2)CC1)OCc1ccccc1
CC(C)(C)CC(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1
NC1=NC(CCSc2ccc(F)cc2)CO1
Cc1nc(N2CCOCC2)c2nc(-c3ccccc3)n(CC(C)(C)CN(C)C)c2n1
O=C(NCCN1CCCC1)c1ccc(C=C2CCn3c2nc2c(ccc(Cl)c2)c3=O)cc1
Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CCO)C(=O)C3CC3)c2n1
CN(C)CCNC(=O)Nc1ccc(-c2nc3c(nnn3C3CCN(Cc4ccc(-c5ccncc5)cc4)CC3)c(N3CCOCC3)n2)cc1
O=C(Cn1cnc2c(cccn2)c1=O)NCCc1ccc(Cl)cc1
CCc1ccc(-c2ccc(C(=O)NCC(=O)NC(C)c3ccccc3)cc2)cc1
CN(C)c1nc(N2CCOCC2)nc(SCC(=O)Nc2cc(Cl)c(Cl)cc2)n1
CC1CN(C(C)CO)C(=O)c2c(ncc(Br)c2)OC1CN(C)Cc1ccncc1
Fc1ccc(-c2c(-c3ccnc(Nc4ccc(N5CCNCC5)cn4)n3)cn[nH]2)cc1
CC(C)N1C(=O)C(C)(Cc2noc(O)n2)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
Cc1nn(Cc2ccc(F)cc2)c(C)c1NC(=O)c1cc(-c2cnccc2)nc2c(Cl)cccc12
Cc1c(C(=O)N2CCC(C)(C(=O)N=S(O)(O)=C3CC3)C2)cc(-c2cccs2)o1
CC(C)S(=O)(=O)c1cc(=O)n(C(CC2CCCC2)C(=O)Nc2ccc(C(F)(F)F)cn2)cc1
Cc1c(O)nc2c(NC3CCNCC3)ncc(-c3cccc(O)c3)c2c1
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
CC(=O)NCCC1CN=CN1
CC(CC(=O)OCC1(CO)CC(=Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)O1)CC(C)(C)C
C=NCc1cc2c(cccc2OCC(O)CNC(C)(C)C)[nH]1
N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCN(C(=O)OCc1ccccc1)CC2
CN(C)c1ccc(NS(=O)(=O)c2ccc(N3C(=O)c4c(cccc4)C3=O)cc2)cc1
N#CC1(NC(=O)C2Cc3cc(Cl)c(cc3)OCC=CCCN3CC(F)CC3C(=O)N2)CC1
CN(C)CCOc1ccc(C2Oc3c(cccc3)C3=C2c2c(cc(O)cc2)OCC3)cc1
C=C1SC(=Nc2ccccc2Cl)N(C(=O)c2ccc([N+](=O)[O-])cc2)C1(C)C
CC1=CC2=NC(=O)C(C(=O)NCc3ccccc3Cl)C(=O)N2C=C1
CC(C)CN1CCN(CCCOC(=O)Nc2cccc3c2cccc3)CC1C
COc1ccc(-n2nc3ccc(NC(=O)C=Cc4ccccc4)cc3n2)cc1
O=C(NCCCSCc1ccc(F)cc1)c1ccc(Cl)cc1
CC(=O)Nc1nccc(-c2c(C)onc2-c2ccccc2)n1
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4c(C)nc(NC5CCCC5)s4)n3)nc2)CC1
O=C(c1nc2c(cccc2)[nH]1)N1CC(Oc2ncccc2C2=CCOCC2)C1
COc1ccc(CC2COCCN2C(=O)c2ccccc2-n2nccn2)cc1-c1cccs1
Cc1nc2nc(-c3cccc(Cl)c3)cn2c(-c2ccc(Cl)cc2Cl)c1CN
CC(C)CCN1CCC(Oc2ccc(NC(=O)N3Cc4c(cncc4)C3)cc2)CC1
O=C(O)CCC(C(=O)O)N1C(=O)c2c(cccc2)C1=O
CN1CCN(C(=O)C2C(CO)C3Cn4c(cccc4=O)C3N2Cc2cc(F)ccc2F)CC1
COc1nccc(C#Cc2ccc(CCC(=O)O)cc2)n1
COc1ccc(NC(=O)C(=Cc2cnccc2)NC(=O)c2ccc(C)cc2)cc1
CCCCc1nc2c(cccc2)c(=O)n1-c1c([N+](=O)[O-])cc(Cl)cc1
CCc1cccc(Oc2cccc(N(Cc3cccc(OC(F)(F)C(F)F)c3)CC(O)C(F)(F)F)c2)c1
Cc1cc(C)nc(N2CC3CCN(C(=O)c4ccccc4-c4cccs4)CC32)n1
Cc1c(C(O)c2ccc(F)cc2)c(-c2c(F)cccc2Cl)no1
COc1cc(COc2c3ccsc3cc3ccccc23)cc(OC)c1OC
CC(=O)C(=CNCC(=O)O)C(=O)Nc1nccs1
COc1ccc(C(=O)Nc2cccc(NC(=O)c3cccs3)c2)cc1
CC1=C(C(=O)OCC(F)(F)F)C(c2ccc(OCc3ccccc3)cc2)NC(=O)N1
NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CCOc1ccc(-c2cc3c(s2)c(=O)n(C2CCN(C(=O)N(C)C4CCN(C5CCOCC5)C4)C2)cn3)c(Cl)c1
CCCc1ccc2oc(C(=O)N3CCN(CCC(N)=O)CC3)c(C)c2c1
CC1CN(c2ccc(Nc3ncc4c5c(c(F)ncc5)n(C5CCCC5)c4n3)nn2)CCN1
CCC(=O)Nc1ccc2OCC3OC(CC(=O)O)CCC3N(C)C(=O)c2c1
Cc1c(NS(=O)(=O)c2c(C)n(C)c(C)c2C(=O)N2CCCCCC2)ccc(Cl)c1
CCOC(=O)Cc1nnc(NC(=O)CSc2ccc(Cl)cc2)s1
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2c(C)c(C)no2)cc1
Cc1ccc(NC(=O)Nc2nc(-c3cc4c(ccc(Br)c4)o3)cs2)cc1
CC(C)n1c(CCC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NC1CC1
CCOC(=O)CCc1ccc(Oc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])cc1
COc1ccc(S(=O)(=O)N2CCN(C(=O)Cc3cccs3)CC2)cc1
COc1c(OC)cc(C(=O)NCc2ccco2)c(OC)c1
O=C(NCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(OC(F)(F)F)cc1
CCCSc1ccc(CC(C)N)cc1
CCOc1c(NC(=O)c2cc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)c(F)cc2)cccc1
O=C(NCC1CSC1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1
O=C(NN=Cc1c(C(F)(F)F)cccc1)c1cc2c(cc1)[nH]cn2
O=C(NC1CC=CC(c2cc(F)ccc2)N(Cc2ccccc2)C(=O)C1)OCC1c2ccccc2-c2c1cccc2
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(C(C)CN3CCC(N(C)C)CC3)cc1)C(=O)C2
COC(=O)CC(NCC1CN=C(c2c(F)cccc2)c2c(cccc2)N1C)c1ccccc1
CC(C)CNC(=O)Cn1c(=O)c2c(ncn2CC(C)C)n(Cc2ccccc2)c1=O
COC(=O)c1cc(NC(=O)c2nn(C(C)C)c(=O)c3ccccc23)ccc1
CC(=O)Nc1ccc(S(=O)(=O)N(CC(=O)NCC2CCCO2)Cc2ccccc2Cl)cc1
O=C1c2c(ccc(O)c2O)CN1Cc1c(F)c(F)ccc1
COC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NS(=O)(=O)CCNC(=O)OCc1ccccc1)C(C)C
Cc1cccc(C)c1NC1=NCCCCC1
COc1c(OC)c(C2C(C(N)=O)C(C)=Nc3nc(CCCO)nn32)ccc1
O=C1CC(c2ccccc2)CC(=O)C1C=NCc1ccc(F)cc1
Cc1cc(NC(=O)c2cc(S(=O)(=O)Nc3ccccc3C(=O)O)ccc2)ccc1
Cc1cn2c(-c3c[nH]nc3)cnc2c(Nc2cc(Cc3cccc(F)n3)ns2)n1
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)cc1
C=Cc1ccc2SC(=C)N(C)c2c1
Cc1c2nc(CN(C)C(=O)C3CCC(=O)N(CCc4ccccc4)C3)[nH]c2ccc1
COc1cc(S(=O)(=O)C2CC2)c2cnn(C(CC3CCOCC3)C(=O)Nc3ncc(F)s3)c2c1
CC=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C
c1cc(OC2CCN(Cc3ccc4OCCN(Cc5ccc6OCCOc6c5)Cc4c3)CC2)cnc1
O=C(Cc1n[nH]nn1)NCc1c(Cl)cccc1
CCn1cc(-c2cccc(Cc3c4c(nn3C)CCc3c-4nc(Nc4nn(C)cc4)nc3)c2)cn1
CC(NC(=O)C1=CC=CN2CCS(=O)(=O)N=C12)c1c(Cl)cc(Cl)cc1
Cc1ccc(NC(=O)CCC(=O)NNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1C
O=C1NC(=O)C(=Cc2ccc(Br)s2)C(=O)N1
Cc1c2ncn(C3OC(COS(N)(=O)=O)C(O)C3O)c2ncn1
CCC(C)N1CCN(C(=O)c2cc(OC)cc(OC)c2)CC1
CCOC1(c2ccc(O)c(O)c2)Oc2c(cc(CCO)cc2)OC1O
COCCOc1ccccc1C1C(C(=O)CC(C)C)C(=O)C(=O)N1c1ccc(-c2ccc(C)o2)cc1
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)cc(-c3cn(C)nc3)c2)cc1Nc1nc(-c2cnccc2)cs1
CN1c2c(scc2)C(=O)C(C(=O)Nc2ccccc2)S1(=O)=O
CN1C2CCCC1CC(NC(=O)c1c3nc(N4CCNCC4)oc3ccc1)C2
COc1ccccc1NC(=O)c1cnc(SC)nc1
O=C(Nc1cc(Nc2nc(-c3cc(O)c(O)cc3)cs2)ccc1)OCc1ccccc1
Cc1c(C)c(NC(=O)CCNC(=O)c2ccco2)ccc1
CNCCCCN1c2c(cccc2)N(c2c(F)cccc2)S1(=O)=O
O=C(NCc1cccs1)NCC(O)(c1cccs1)C1CC1
CCOC(=O)c1cc2c(ccc(N3CCN(C(=S)Nc4ccc(OC)cc4)CC3)c2)o1
Oc1cc2c3c(cc(-c4csc(-c5ccc(F)cc5)n4)c2)CCCn13
CC(=O)N(C)c1nc2c(cccc2Oc2ncnc(-c3ccc(C(F)(F)F)cc3)c2)s1
COc1ccc(CC2COc3c(ccc(OCCCCCCNc4c5CCCCc5nc5c4cccc5)c3)C2=O)cc1
CN(C)CC(Nc1ncnc2c1cccc2C(N)=O)c1ccc(C(F)(F)F)cc1
O=C(NCCNC1CCC(c2ccccc2)CC1)c1ccco1
O=C(NCCN1CCc2ccccc21)c1n[nH]c(-c2ccccn2)c1
CCOc1c(OCC)cc(CCNC(=O)COC(=O)C=Cc2ccc(OC)c(OC)c2)cc1
CCCSc1c(C(=O)NCc2ccc3OCOc3c2)cccn1
Cc1c(C[S+]([O-])CC(=O)NCc2cc3c(cc2)OCO3)nc(-c2ccc(Cl)cc2)o1
N#Cc1c(Nc2ccc(Cl)cc2Cl)snc1O
CNc1ccc(NC(=O)c2cc(NC(=O)c3cc(C(C)(C)C#N)ccc3)ccc2C)cn1
CC(c1cc2c(cccc2)s1)N(O)C(=O)NCc1ccccc1
CC(C)C(NC(=O)c1c(Cl)cccc1)C(=O)Nc1nc(-c2ncccc2)cs1
O=C1CC(c2c(Cl)cccc2F)c2c(O1)c1c(cccc1)oc2=O
CC(OC1CN(C(=O)OC(C)(C)C)C(CO)C1c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
COC(=O)C1=CN(C(C)C)C=C(C(=O)OC)C1c1cc(OC)ccc1
O=S(=O)(c1ccc(Cl)cc1)N1c2ccccc2Oc2nc3c(cccc3)nc21
O=C(O)COc1ccccc1
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4c(cc(Cl)cc4)s3)CC2CC(=O)O)cc1
C=CCN1C(=O)C2(C(C(=O)c3cc4c(cc3)OCCO4)=C(O)C(=O)N2CCCOC)c2c1cccc2
CCOC(=O)c1ccc(OS(N)(=O)=O)cc1
CC1(C(=O)NCCCCCN)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
COc1c(OC2CCN(C(C)=O)CC2)cc(C(=O)N(C)CCCC2CCCC2)cc1
CC(C)Oc1ccccc1OCCCOc1cccc2cccnc12
CCOc1c(O)ccc(C(c2c(C)[nH]nc2O)c2c(C)[nH]nc2O)c1
CCc1nc(-c2ccc(F)cc2C)c2c(C#N)c[nH]c2n1
Cc1ccc(S(=O)(=O)N2CCOC(C3=CCCN(C)C3)C2)cc1
CCOC(=O)C1(CC(=O)O)CCCC1=O
Cc1nn(C2CC2)c2c1C(c1ccc(Cl)cc1)N(c1cn(C)c(=O)c(C)c1)C2=O
CNCc1c(Oc2ccc(Cl)cc2Cl)ccnc1
Cc1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccc(F)cc2)cc1
CC(C)c1c(-c2nc(NCc3ccc(-c4cnccc4)cc3)c3occc3n2)cccc1
Cc1ccc(S(=O)(=O)N2CCC(C(=O)OCC(=O)N(C)Cc3ccccc3)CC2)cc1C
CC(OC(=O)c1ccccc1NCc1ccco1)C(=O)Nc1ncc(Cl)cc1Cl
CCc1c(C#Cc2cnc(N)cc2)c(-c2cc(C)c(C(=O)N3CCC(C4CCN(C)CC4)CC3)cc2)ncn1
Cc1ccc2nc3CCCc3c(Nc3ccc4OCCOc4c3)c2c1
COc1ccc(-c2cccc3nc(Nc4ccc(NC(C)=O)cc4)nn23)cc1
c1ccc(-c2nnc(N3CCOCC3)nc2-c2ccccc2)cc1
CC(C)C(NC(=O)c1ncccc1)C(=O)NC(Cc1ccccc1)C(O)CNC(Cc1ccc(-c2cc(N)ccc2)cc1)C(N)=O
Cc1ccc(C2(CC(=O)Nc3nccs3)CCOC(C(C)C)C2)cc1
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)CCN(C(=O)OC2COC2)CC1
