COc1c(OC)cc(C(=O)C=CC#N)cc1
CCOc1ccc(NC(=O)c2c(C)c(C(=O)OC)c(NC(=O)c3ccccc3Cl)s2)cc1
CN(CC(=O)O)C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
COc1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1NC(=O)C(C)Oc1ccccc1
FC1(F)CC(Nc2nc(-c3nc(Cl)cnc3)nc(NC3CC(F)(F)C3)n2)C1
CCCc1cc(=O)oc2c1c(OCC(=O)NCC(O)c1ccccc1)cc(C)c2
COc1ccc(NC(=O)C2(N(C)C)CCN(c3ncnc4c3c3c(CCCC3)[nH]4)CC2)cc1
S=C(NCCN1CCOCC1)N1CCN(c2cc(Cl)ccc2)CC1
O=C1C(=O)N(CNc2cnccc2)c2c1cccc2
CC1CN2c3c(cc4c([S+](C)[O-])noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1
O=C(Nc1c(C(=O)Nc2ccc(Br)cc2)cnn1-c1ccccc1)c1ccco1
Cc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3cc(-c4cc(C#N)ccc4)cs3)C2)nc(C)c1F
CCC(Cc1cn(CC=C(C)CCC=C(C)C)nn1)(P(=O)(O)O)P(=O)(O)O
CCCCn1c(CCNC(=O)CC)nc2c1cccc2
CC1=C(O)C(C)(Cc2ccc(-c3ccc(C=O)cc3)cc2)SC1=O
Cc1ccc(C)c(Oc2c([N+](=O)[O-])c(N)ncn2)c1
O=C(Nc1c(F)cccc1)C1CC1c1ccccc1
CC(C)Oc1cc2c(cc1)n(C)c(=O)n2C
O=C(NC1CCCCC1)N1CCN(Cc2nc(O)c3ccccc3n2)CC1
CC(=O)Nc1ccc(N2C(C(C)=O)=NN(c3ccccc3)C2c2cccs2)cc1
CC(=O)c1ccc(NC(=O)CN(C)S(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)cc1
COc1cc(C(=O)NCC(c2ccc(Cl)cc2)N2CCOCC2)cc(OC)c1OC
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)c2ccccn2)C1
CCn1c(C)c(C=C2Oc3c(cc(NC(=O)Nc4ccc(OCCCN(C)C)cc4)cc3)C2=O)c2c1ccc(OC)c2
Cc1c(C(=O)NC(C)C(C)(C)C)cco1
COc1c(OC)c(OC)cc(C=CC(=O)OCC(=O)c2ccc[nH]2)c1
O=C(O)CCCCC=C(c1cnccc1)c1ccccc1-c1nc(C(=O)NCCCCC2CCCCC2)co1
Nc1nc(N2CCN3C(CO)CCCC3C2)cc2nc(-c3ccco3)nn12
Cc1ccc(C(CC(=O)O)NC(=O)c2cccc(-c3ccccc3Cl)n2)cc1
Cn1cccc1Cc1nnc(SCC(=O)Nc2nccs2)n1CCc1ccccc1
Cn1cnc2c1c(CN)c(-c1ccccc1Cl)c(C#N)c2
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C
N#Cc1cc2c(nc1SCC(=O)Nc1ccc(OC(F)(F)F)cc1)C1CCN2CC1
O=C(Nc1ccc(Br)cc1)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1
CCc1c(C)nc(O)c(NCc2cnccc2)c1
Cc1c(C(C)OC(=O)Nc2ccccc2)sc2ncnn12
COc1cc(-c2c(Nc3cc4c(cc3)OCCO4)n3c(C)cc(C)nc3n2)ccc1
O=S(=O)(c1cc(Br)ccc1)n1cc(C2=CCNCC2)c2c1c1c(cccn1)cc2
Cc1c(C(=O)N2CCC3(CC2)CC(O)(c2nccs2)CO3)oc2c1cccc2
Nc1c(C(=O)c2ccc([N+](=O)[O-])cc2)sc(Nc2ccc(N3CCC(N4CCCCC4)CC3)cc2)n1
CC1CCN(C(=O)CSc2nc(O)c(NC(=O)c3ccccc3)c(N)n2)CC1
Cc1c(Cl)cccc1NC(=O)C1C2C=CC(C2)C1C(=O)O
COc1c(OC)cc2C(=O)C(CC3CCN(Cc4ncc(C)cc4C)CC3)Cc2c1
CCCCN(CCCC)C(=O)c1nn(-c2ccc(N[S+]([O-])c3ccc(-c4ccc(Cl)cc4)cc3)cc2C(=O)N2Cc3c(cccc3)CC2CO)c(C)c1
Cc1nn(Cc2ccccc2)c(Cl)c1C(=O)Nc1ccc(N2CCOCC2)cc1
Cc1ccc(-c2ccc(C#N)cc2)n2ncnc12
CCc1ccc(Cc2cnc(NC(=O)c3ccc4C(=O)OC(c5ccccc5)Cc4c3)s2)cc1
NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1
O=C(O)c1ccc(CN2C3CCC2CC(Nc2ccc(Oc4ccc(-c5nccs5)cc4)cc2)C3)cc1
O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CC3(CN(Cc4ccccc4-c4ccc(Cl)cc4)C3)C2)cc1
CCOc1ccc(CCNC(=O)c2c3CN(C4CCCCC4)C(=O)c3nc3ccccc23)cc1
CCCCCCCCCCCCCCCC(=O)NCCBr
CS(=O)(=O)Nc1c(Br)ccc(Nc2cc(-c3ccccc3)ncn2)c1
CC(C(=O)N(C)C)c1ccc(-c2ccccc2)cc1
COc1c(F)cc(CN2C(=O)NC3(CCCCCC3)C2=O)cc1
CN(C)S(=O)(=O)c1ccc(C(=O)N2CC(=O)Nc3ccc(Cl)cc3C2c2ccccc2)cc1
CC(NC(=O)NCCc1c(-c2ccncc2)c(-c2ccc(F)cc2)n[nH]1)c1ccccc1
CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CC(C)C)C(=O)O
CNCCOc1ccc(Cl)cc1Cl
O=C(COC(=O)c1cc[n+]([O-])cc1)Nc1ccc(SC(F)F)cc1
O=C(NNC(=O)c1cccc2c1cccc2)c1cc(-c2cccs2)cnc1
NC(=O)n1cc(NC(=O)N2CC(F)CC2C(=O)Nc2cccc(Br)n2)c2c1cccc2
COC(=O)N1CC(N2CCC(c3nn(-c4ccc(C)cc4)c(NC(=O)c4c5ncccn5nc4)c3)CC2)C1
COc1ccc(SCC(O)CNCc2ccc(Cl)cc2)cc1
Cc1cc(C)nc(N2CCC(C(=O)NCc3ccccc3)CC2)n1
CCOc1ccc(NC(=O)c2c3ncnc(O)c3ns2)cc1
CCc1c2c(nn1C(=O)N(C)C)C(=O)N(c1cn(C)c(=O)c(C)c1)C2c1ccc(Cl)cc1
COC(=O)c1cc2c(cc1)[S+]([O-])c1c(cccc1)C(=O)N2Cc1c(F)cccc1
Cc1c2c(-c3cc(C(F)(F)F)ccc3)n[nH]c2nc(O)c1
C#CCN1C(C)CC(=O)C(=O)C1c1ccccc1Br
O=S(=O)(Cc1c(Cl)cccc1F)c1nnc(O)cc1
N=C(N)NC(=O)c1cc2c(cccc2-c2ccc(F)cc2)s1
CCOC(=O)N1CCN(C(=O)C2CCN(C(=O)c3c(C)cccc3)CC2)CC1
COc1ccccc1OCC(=O)NN=Cc1cccc2cccnc12
CCC(C)C(NC(=O)NCc1ccc(S(N)(=O)=O)cc1)C(=O)OC
COc1cc(OC)c2c(O)nc(-c3cc(C)c(O)c(C)c3)nc2c1
COc1c2c(ccc1)Cc1c(Nc3ccccc3)[nH]nc1-2
Nc1c(C(=O)c2cc(Cl)c(Cl)cc2)cccc1CC(=O)O
CC(NC(=O)c1c(O)ccc(NCc2c(O)ccc(O)c2)c1)c1ccccc1
COc1c(N2CCN(C(=O)c3cc4c(cc3)nc(-c3ccco3)c(-c3ccco3)n4)CC2)cccc1
COc1ccc(-n2c(SCC(=O)NCC3CCCO3)nc3c4ccccc4nc-3c2O)cc1OC
Cc1nc(N2CC(c3nc4c(cccc4)n3C)C2)cc(-c2ncco2)n1
CCCN(c1ccnc2cc(Cl)ccc12)n1ccc2ccccc21
O=C(NC1CCN(Cc2cccc(OCCO)c2)CC1)c1c(Cl)nc(Cl)cc1
Cc1cc(C)cc(NC(=O)C2CCCN2C(=O)Oc2ccccc2)c1
CN(C)c1ccc(C=C2SC(=S)N(c3cccc(C(=O)O)c3)C2=O)cc1
Nc1c(C(=O)N2CCCC2)c(-c2ccc(Cl)cc2)c(-c2ccc(Br)cc2)s1
COc1ccc(S(=O)(=O)NC2CCCN(Cc3ccc(OCCO)cc3)C2)cc1
Cn1c(NC(=O)c2ccco2)c(-c2c(Cl)cccc2)c(=O)c2c1cccc2
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Nc1cnc2ccccc2c1
CCCCc1ccc(NC(=S)NCCO)cc1
Cc1c2ccccc2nc(N2CCC(O)CC2)c1
Oc1nc2c(cc3c(c2)OCC(C(F)(F)F)N3CC(F)(F)F)c(C(F)(F)F)c1
O=C(c1nc2c(cccc2)c(-c2ccc(Cl)cc2)n1)N1CCCCCC1
CC(NC(=O)c1cncs1)c1ccc(OC2CCN(c3nccc(N4CCOCC4)n3)C2)cc1
Cc1cc(NC(=O)Cn2c(-c3cncs3)nc3c2cccc3)cc(C)c1
CC12CCC3c4c(cc(O)c(CCO)c4)CCC3C1CCC2O
COC(=O)c1cc2c(cc1)N1CCCC1C(=O)N2Cc1c(C)oc(-c2cccc(Cl)c2)n1
CC(=O)c1cc(NC(O)c2cn(-c3cccc(C)c3C)c(O)c2)ccc1
COc1ccc2c(c1)C1(C)NC2Cc2c1cccc2
C=C(C)c1cccc(C(C)(C)NC(=O)Nc2ccc(Br)cc2)c1
Nc1c2c(-c3cc(OCCOC4CCCC4)ccc3)cn(C3CC(CN4CCC4)C3)c2ncn1
CC(=O)NC(C)c1ccc(OC2CCN(c3ccc(OC4CC4)cc3C)C2)cc1
Cc1c(Cl)cccc1NC(=O)CCC(=O)NNC(=O)c1ccco1
N=C(N)Nc1ccc(OC2CC(Oc3ccc(N=C(N)N)c4c3cccc4)C(NC(=N)N)CC2N=C(N)N)c(N)c1
CCC(C)(C)c1ccc(OCCCCCCCN2CCCCCC2)cc1
COc1ccccc1CCNC(=O)CN1C(=O)c2c(cccc2)S1(=O)=O
c1cc2n[nH]c(-c3cc4c(cc(CC5CCC5)cc4)[nH]3)c2nc1
C=CC(=O)Nc1c(OCCCN2CCN(C)CC2)cc2ncnc(Nc3cc(C)ccc3)c2c1
CC1CCC(NC(=O)c2ccc3Sc4c(cccc4)C(=O)N(Cc4c(F)cccc4)c3c2)CC1
CCC(c1nnnn1C1CCCCC1)N(Cc1c(O)nc2ccc(OC)cc2c1)CC1CCCO1
CC(C)(N)c1ccc(-c2ccc3[nH]ncc3c2-n2cccc2)cc1
Cc1ccnc(NC(=S)N2CCN(c3ccc(N)cc3)CC2)c1
CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)Cc1n[nH]nn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
COc1cc(-c2nc3c(cccc3)c(C(=O)NCc3ccco3)c2)ccc1
COc1ccc(C=C(C#N)C#N)cc1
CN1CCC(O)(CCNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1
Fc1cccc(C=NN=Cc2cccc(F)c2)c1
COc1c2nc(NC(=O)C=Cc3ccc([N+](=O)[O-])cc3)sc2ccc1
CCn1cc(S(=O)(=O)c2ccc(OC)cc2)c(=O)c2c1cc(N1CCN(C)CC1)c(F)c2
O=[N+]([O-])c1ccccc1S(=O)(=O)NCCC1=CCCCC1
COCC(=O)NC(C)c1nc2c(cccc2)[nH]1
CCC(C)CC(NC(=O)C(CC(C)C)NC(C)=O)C(O)CC(=O)NC(CCSC)C(O)CC(=O)NC(C(=O)NCc1ccc(C(=O)O)cc1)C(C)C
O=C1OC2(CCC(c3nc4c(ccc(C(F)(F)F)c4)[nH]3)CC2)CN1c1ccccc1
CCCC(NC(=O)C1Cc2cc(ccc2)Oc2ccc(cc2)CC(NC(C)=O)C(=O)NC(C2CCCCC2)C(=O)N1)C(=O)C(=O)NCC(=O)NC(C(=O)O)c1ccccc1
COc1ccc(Cl)cc1-c1cccc(S(=O)(=O)Nc2ccccc2S(N)(=O)=O)c1
COc1c([N+](=O)[O-])cc(S(=O)(=O)N2CCCc3c2cccc3)cc1
C=CCN(CC=C)C(=S)Nc1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1
COc1ccccc1N1CCN(C(=O)c2noc(-c3ccccc3)c2)CC1
CNC(C)C(=O)NC1COc2c(cccc2)N(Cc2c(Cl)n(S(=O)(=O)c3ccccc3)c3ccccc23)C1=O
CNCc1cc2c(oc(S(N)(=O)=O)c2)s1
CCC1(O)CCCN(C(=O)c2ccc(C#Cc3ccc(OC)cc3)cc2)C1
Cc1c(C)c2c(ncnc2SCC(=O)N(C)C2CCS(=O)(=O)C2)s1
O=c1ccc(-c2ccc(OC3CCN(C4CCC4)CC3)nc2)nn1-c1ncccc1
CCCCS(=O)(=O)N1CCC(Nc2nc(NC3CCC(N)CC3)nc3c2ncn3C2CCCC2)CC1
CCN(CC(=O)N1CCN(C)CC1)S(=O)(=O)c1ccc(Cl)cc1
CCOc1ccc(C(=O)NC2CCN(CC(=O)NCc3cccs3)CC2)cc1
CCCn1ccc2c(c(Cl)cc(OCCc3cnccc3)c2)c1=O
Cc1ccc(S(=O)(=O)N=c2c3ccccc3[nH]c(=O)n2-c2ccccc2)cc1
CCCN(CCC)c1ccc(C=C2SC(=S)NC2=O)cc1
COc1c(OC)cc2c(c1)ccn2CCOc1ccc(NC(=O)CCCCCCC(=O)NO)cc1
O=C(O)c1ccc2OCc3c(cccc3)C(SCCNS(=O)(=O)c3c([N+](=O)[O-])cccc3)c2c1
CCOC(=O)c1nnc(-c2ccccc2)nc1NCc1ccc(Cl)cc1
Oc1c(-c2nc3c(cccc3)s2)c(NC2CCCNC2)nc(N2CCN(c3ccccn3)CC2)n1
Cc1cc2c(cccc2-n2cnc(-c3cn(C)nc3)c2)c(-c2ccc(C(N)=O)c(N)c2)n1
COc1ccc2c(c1)OC(=O)CC2c1cc2c(cc1)OCO2
CCN(CC)CCOCCOc1ccccc1F
O=C(O)C(O)=CC(=O)c1cccn1Cc1ccccc1
CC1C(=NC(=O)CCN2C(=O)C(=Cc3cccs3)SC2=S)C(=O)N(c2ccccc2)N1C
Nc1ncc(-c2ccc(C3(c4noc(N5CCC(O)CC5)n4)CCC3)cc2)cn1
COC(=O)NC(NC(=O)OC)c1ccc(F)cc1
NC(=O)c1ccc(NC(=O)CCNC2=NS(=O)(=O)c3ccccc23)cc1
COc1cccc(C=NNC(=O)c2ccccc2NC(=O)c2ccco2)c1OC
COc1cccc(CNC(=O)c2c(N)n(CC(=O)Nc3cc4c(cc3)OCO4)nn2)c1
O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C(Sc1ccccc1)c1ccccc1
COCCn1c(N)c(N(Cc2ccccc2)C(=O)CSCC(=O)Nc2ccc(OC)cc2)c(=O)[nH]c1=O
N#CC1CN(S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC34CC5CC(CC(C5)C3)C4)cc2F)C1
CCC1CC(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2nn(C)nn2)c2c(cc(C)c(N)n2)N1C(=O)OC(C)C
CCN(C(=O)CSc1nnc(-c2cnccc2)n1Cc1ccco1)c1ccccc1C
CCOc1ccc(NC(=O)N2CCCC2C(=O)NC2CCCC2)cc1
CSC1OC(c2ccc(C)c(Cc3ccc(OCC(=O)NC(C)(C)C(N)=O)cc3)c2)C(O)C(O)C1O
COc1ccc(CNS(=O)(=O)c2c(Br)cc(N3CCCC3)cc2)cc1
O=C(Nc1cc(S(=O)(=O)c2ccccc2)cs1)c1ccc(Cl)cc1
COc1ccc(CN=Cc2c(O)[nH]c3ccccc23)cc1
O=C(Nc1nn(Cc2c(F)c(F)c(F)c(F)c2F)cc1)c1cccc(Cn2cc([N+](=O)[O-])cn2)c1
COC1=CC(=O)N2CCN(C(=O)c3ccc(C)c(C)c3)CC=C2C1C(=O)NCc1ccco1
COc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OC)cc3OC)cc2)c(OC)c1
CC(=NNc1nccnc1Cl)c1ccc(F)cc1
CCCCC(CO)Nc1c2ccccc2nc(N)n1
CCOC(=O)c1c(C)nc(-n2c(O)c(O)c(C(=O)c3ccc(C)cc3)c2-c2ccc(C)o2)s1
COc1cc(N2C(=O)NC(=O)C(C=Nc3ccc(Oc4ccnc5c4cc(OC)c(OCCCN4CCCCC4)c5)c(F)c3)C2=O)c(OC)cc1Cl
Cc1nc(-c2ccc(N3C(=O)C(=O)C(C(=O)C(C)C)C3c3ccccc3OC(C)C)cc2)no1
Cc1ccc(C(c2nnnn2C(C)(C)C)N2CCc3c(cccc3)C2)cc1
COc1cccc(CNC(=O)c2cc(-c3nn(CC4CCCOC4)nn3)cc(C)n2)c1
COc1c(OC)cc(C(=O)O)c(NC(=O)C2CCN(S(=O)(=O)c3cccs3)CC2)c1
CCC(CC)NC(=O)Cc1ccc(S(=O)(=O)N2CCOCC2)s1
CCCN(C)C(=O)c1cc2c(cc1)n(CC1CC1)c(Cc1ccc(OCC)cc1)n2
CCC(NC(=O)COc1ccc([N+](=O)[O-])cc1)c1ccccc1
CCCN1CNC(=S)N(c2c(C)c(C)ccc2)C1
COc1c(O)ccc(C2=NC(COC(=O)C(N)CCSC)CO2)c1
Cc1c(Cl)cc2C(=Cn3ncc(Cl)c(Cl)c3=O)CC(=O)Oc2c1
O=C(CN1CCCCC1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1
CCn1c2c(cccc2)c2c1ccc(NC(=O)Cc1ccc(S(=O)(=O)CC)cc1)c2
COc1c(-c2ccc(C3SC(C)C(=O)Nc4c3c(C)nn4-c3ccccc3C)cc2)cccc1
CN(C)CCCOc1ccc2c(C#N)cn(-c3ccc(C(=O)O)c(O)c3)c2c1
COc1ccc(Cn2nnc3ncc(-c4cn(C)nc4)nc32)cc1
Cc1c(CC(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CCC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(F)(F)F)C(=O)C(=O)NCc2ccc(O)cc2)C(C)(C)C)cccc1
CC1(C)CC(=O)c2c(C1)nc(Nc1ccc(S(N)(=O)=O)cc1)nc2
O=C(COC(=O)c1c(Cl)nccc1)Nc1ccc(N2CCOCC2)cc1
COc1ccc(CCNC(=O)CSc2c(C#N)c(-c3cccs3)c(C#N)c(N)n2)cc1OC
Clc1ccc(C2(c3nnc4c(OCC5CC5)cccn34)CC2)cc1
Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(-c4cncc(N(C)C)c4)cc3c21
CSCCC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)NNC(=O)c1ccncc1
CCCNC(=O)c1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccc3)c2c1
CN(C)C=CC(=O)c1c(NC2CCCCC2)n(C2CCCCC2)nn1
CCN(CC(=O)Nc1ccc(NC(C)=O)cc1)CC(=O)Nc1cccc2c1cccc2
c1cc(Nc2n[nH]c3c2c(OC2CCOCC2)ncc3)ccn1
Fc1cccc(Cl)c1CSc1nnc(COc2cccc3cccnc23)o1
CC1CN(C(C)CO)C(=O)c2c(ccc(NC(=O)Cc3cn(C)c4c3cccc4)c2)OC1CN(C)C
COc1cccc(C(C)Nc2ncc(F)c(N3C(=O)OCC3C(C)C)n2)c1
O=C(OCCCc1ccc(F)cc1)C1CCCCN1S(=O)(=O)Cc1ccccc1
COc1ccccc1NC(=O)C(=NOCc1ccc(C#N)cc1)C(C)=O
O=C1NC(=S)NC1=Cc1cc(-c2ccccc2)ncc1
CNc1c2ncn(C3SC(C(=O)NCCC(c4ccccc4)c4ccccc4)C(O)C3O)c2nc(Cl)n1
O=C(O)c1cc(C(=O)O)cc(NC(=O)c2ccccc2Cl)c1
CCOC(=O)CC1C(=O)NCCN1Cc1cccs1
COc1ccccc1CN1CC(C(=O)NCCN2CCNC2=O)CCC1=O
Cc1c(CNNC(=O)C=O)scc1
O=C1CC(c2ccc3OCOc3c2)N=C2N(CC3CC3)CC(=Cc3ccccc3)N12
CN1CCN(CCN(C(=O)Nc2cc(F)c(C(F)(F)F)cc2)c2ccc(-c3cc(C#N)ccc3)cc2)CC1
NCC1CNC(=O)c2cc3c(cc(C(=O)Nc4cccnc4)cc3)n2C1
COc1cc(Nc2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(CCC#N)c3n2)ccc1
CC(C)(O)CCNC(=O)c1nnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1
CNc1c2ccccc2nc(-c2cc(N=S(C)(=O)O)ccc2)n1
CC1CN(c2ccc(F)c(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c2)CC(C)N1
O=C(NNC(=O)C1CCN(Cc2ccccc2)CC1)c1cc(Cl)ccc1
COc1c(NS(C)(=O)=O)cc(Nc2cc(-c3ccccc3)ncn2)cc1
CS(=O)(=O)Nc1ccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2SC2CCCCC2)c2ccc(F)cc2)cc1F
O=C(NCCN1CCN(c2ccccn2)CC1)c1ccccn1
CCCc1c(N2CCNCC2)cccc1
CC(=O)N1CCC(N2CCCC(C(=O)c3cc(Cl)ccc3)C2)CC1
O=C(O)CCCNS(=O)(=O)c1cc(Cl)cc(Cl)c1
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1C1CCC2C(c3cc(Cl)cc(Cl)c3)OC(=O)N12
CC1(c2nnc3ccc(-c4c(-c5c(F)ccc(F)c5)nco4)cn23)CC1
COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cc(F)ccc1)CC2
O=C(Nc1nc(-c2ccc(C(F)(F)F)cc2)cs1)c1ccc(Nc2ccncn2)cc1
CCOc1ccccc1N=c1oc2c(ccc(O)c2)cc1C(=O)NCC1CCCO1
COc1cccc2c1oc(=NNC(=O)COc1ccc(Cl)cc1)c(C(N)=O)c2
Fc1ccc(-n2ncc3c2ncnc3Nc2cc(Cl)ccc2)cc1
CCOc1ccc(N(CC(=O)N=C2C(=O)N(c3ccccc3)N(C)C2C)S(=O)(=O)c2ccccc2)cc1
CSc1c(S(=O)(=O)c2ccccc2)c(=N)n2cc(Br)ccc2n1
CC(C)CNc1nc(Oc2ccc(O)nn2)nc(N(C)C)n1
O=C(COc1cc2c(cc1)CCC2)Nc1ncccc1
O=C(Cn1c(O)c2c(c1O)C1C=CC2C1)Nc1ccc(C(=O)O)cc1
CCCn1c(O)ccc2c(-c3cnc(-c4cnc(CN5CCN(C)CC5)cc4)s3)nnc-21
CCC(=O)N(C)CC1Oc2c(cc(-c3ccc(F)cc3)cn2)C(=O)N(C(C)CO)CC1C
COc1cc(-c2noc(CCC(=O)N3CCN(c4cc(C)ccc4C)CC3)n2)ccc1
CC(C)C(=O)N1CCC(n2ncc3c2nc(-c2ccc(NC(=O)Nc4cnccc4)cc2)nc3N2CC3CCC(C2)O3)CC1
COc1cc(CN2C(=O)CN(C3CCCCC3)C(=O)C2c2ccc(F)cc2)ccc1
Cc1cc([N+](=O)[O-])c(NCCCCCCO)c([N+](=O)[O-])c1
COc1ccc(C2C3C(=O)CCC=C3N=C(C)C2C(=O)OCCc2ccccc2)cc1
O=C(OCC(=O)N1CCc2ccccc21)c1cnccc1
CS(=O)(=O)c1ccc(C2(O)CCCCC2N2CCC3(CC2)C(=O)NCC3c2ccc(F)cc2)cc1
COc1ccccc1-c1nc2c(cc3ccccc3c2)nc1-c1ccccc1
O=S(=O)(Nc1nc(-c2c(Cl)ccs2)cs1)c1c(Cl)ccc(Cl)c1
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCc4ccccc43)CC2)c1)c1ccc(Cl)cc1
CC=S(O)(O)=Nc1ccc(NC(C)=O)cc1
CCOC(=O)c1c(N)scc1-c1ccc(C(C)C)cc1
Cc1cc(C)nc(SCc2nnc(SCC(=O)Nc3nc(C)cs3)n2Cc2ccco2)n1
Cc1ccc(C(=O)NNC(=O)CSc2nc3c(c4c(CCCC4)s3)c(=O)n2C)cc1
COc1ccc(OCCOC(=O)C2CCN(S(=O)(=O)c3cc(C)c(C)cc3)CC2)cc1
COc1cc(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c(OCCF)cc1
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2c1cc(NC(=O)C=Cc1ccc(C(F)F)cc1)cc2
Cc1nn(Cc2ccccc2)c2c1C(=O)N(C)C1=NC3CCCC3N12
Cc1ncc(C#Cc2c(C)ncnc2N2CCCOCC2)cc1NS(=O)(=O)c1ccccc1
Cc1ccc(CN2CCN(CC(=O)NCCCN3CCN(c4ccc(F)cc4)CC3)C2=O)cc1
COc1ccc(-c2nn3c(c2)nc(O)c2c3cccc2)cc1OC
Cc1c(C)cc(S(=O)(=O)N2CCC(C(=O)OCC(=O)N3CC(C)CC(C)C3)CC2)cc1
Nc1c(Cl)cc(C(=O)N(C2CCC(C(=O)NCc3ccccc3)CC2)C2CC2)cc1Cl
COC(=O)CCCC1=CC2=CC(=O)C(C)(OC(=O)c3cccs3)C(=O)C2=CN1CCCCO
CCc1ccc(C(=O)C(C)OC(=O)Cc2nnc(O)c3ccccc23)cc1
Cc1nc(Nc2cc3c(cccc3)nc2)c2[nH]cnc2n1
COP(=O)(OC)C(=O)OC(C)C
